2025-05-12 00:22:56,502 - INFO - Starting Kafka Consumer...
2025-05-12 00:22:56,683 - INFO - Connected to PostgreSQL database.
2025-05-12 00:22:56,703 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,737 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <checking_api_versions_recv> [IPv6 ('::1', 9092, 0, 0)]>: Broker version identified as 2.6
2025-05-12 00:22:56,738 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,741 - INFO - Updating subscribed topics to: ('heartbeat',)
2025-05-12 00:22:56,753 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,754 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,755 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-05-12 00:22:56,875 - INFO - Coordinator for group/heartbeat_group is BrokerMetadata(nodeId='coordinator-1', host='localhost', port=9092, rack=None)
2025-05-12 00:22:56,875 - INFO - Discovered coordinator coordinator-1 for group heartbeat_group
2025-05-12 00:22:56,875 - INFO - Starting new heartbeat thread
2025-05-12 00:22:56,878 - INFO - Revoking previously assigned partitions set() for group heartbeat_group
2025-05-12 00:22:56,880 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=coordinator-1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,881 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=coordinator-1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,983 - INFO - (Re-)joining group heartbeat_group
2025-05-12 00:22:57,032 - INFO - (Re-)joining group heartbeat_group
2025-05-12 00:23:00,107 - INFO - Elected group leader -- performing partition assignments using range
2025-05-12 00:23:00,222 - INFO - Successfully joined group heartbeat_group with generation 21
2025-05-12 00:23:00,223 - INFO - Updated partition assignment: [TopicPartition(topic='heartbeat', partition=0)]
2025-05-12 00:23:00,224 - INFO - Setting newly assigned partitions {TopicPartition(topic='heartbeat', partition=0)} for group heartbeat_group
2025-05-12 00:23:10,322 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:10.285724', 'heart_rate': 79}
2025-05-12 00:23:11,316 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:11.300252', 'heart_rate': 76}
2025-05-12 00:23:11,330 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:11.300252', 'heart_rate': 76}
2025-05-12 00:23:12,355 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:12.330136', 'heart_rate': 60}
2025-05-12 00:23:12,373 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:12.330136', 'heart_rate': 60}
2025-05-12 00:23:13,359 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:13.342719', 'heart_rate': 86}
2025-05-12 00:23:13,366 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:13.342719', 'heart_rate': 86}
2025-05-12 00:23:14,364 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:14.351244', 'heart_rate': 60}
2025-05-12 00:23:14,371 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:14.351244', 'heart_rate': 60}
2025-05-12 00:23:15,392 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:15.366178', 'heart_rate': 71}
2025-05-12 00:23:15,409 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:15.366178', 'heart_rate': 71}
2025-05-12 00:23:16,398 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:16.381272', 'heart_rate': 88}
2025-05-12 00:23:16,407 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:16.381272', 'heart_rate': 88}
2025-05-12 00:23:17,412 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:17.397524', 'heart_rate': 60}
2025-05-12 00:23:17,419 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:17.397524', 'heart_rate': 60}
2025-05-12 00:23:18,435 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:18.411676', 'heart_rate': 87}
2025-05-12 00:23:18,444 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:18.411676', 'heart_rate': 87}
2025-05-12 00:23:19,437 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:19.422133', 'heart_rate': 85}
2025-05-12 00:23:19,449 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:19.422133', 'heart_rate': 85}
2025-05-12 00:23:20,443 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:20.427199', 'heart_rate': 76}
2025-05-12 00:23:20,450 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:20.427199', 'heart_rate': 76}
2025-05-12 00:23:21,446 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:21.433216', 'heart_rate': 72}
2025-05-12 00:23:21,453 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:21.433216', 'heart_rate': 72}
2025-05-12 00:23:22,460 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:22.442712', 'heart_rate': 62}
2025-05-12 00:23:22,470 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:22.442712', 'heart_rate': 62}
2025-05-12 00:23:23,474 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:23.458414', 'heart_rate': 90}
2025-05-12 00:23:23,480 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:23.458414', 'heart_rate': 90}
2025-05-12 00:23:24,518 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:24.472228', 'heart_rate': 99}
2025-05-12 00:23:24,554 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:24.472228', 'heart_rate': 99}
2025-05-12 00:23:25,496 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:25.484249', 'heart_rate': 84}
2025-05-12 00:23:25,502 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:25.484249', 'heart_rate': 84}
2025-05-12 00:23:26,506 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:26.491858', 'heart_rate': 71}
2025-05-12 00:23:26,517 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:26.491858', 'heart_rate': 71}
2025-05-12 00:23:27,516 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:27.503566', 'heart_rate': 83}
2025-05-12 00:23:27,529 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:27.503566', 'heart_rate': 83}
2025-05-12 00:23:28,528 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:28.515862', 'heart_rate': 85}
2025-05-12 00:23:28,544 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:28.515862', 'heart_rate': 85}
2025-05-12 00:23:29,550 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:29.528938', 'heart_rate': 73}
2025-05-12 00:23:29,567 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:29.528938', 'heart_rate': 73}
2025-05-12 00:23:30,556 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:30.539008', 'heart_rate': 83}
2025-05-12 00:23:30,566 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:30.539008', 'heart_rate': 83}
2025-05-12 00:23:31,572 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:31.557697', 'heart_rate': 79}
2025-05-12 00:23:31,582 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:31.557697', 'heart_rate': 79}
2025-05-12 00:23:32,598 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:32.574598', 'heart_rate': 64}
2025-05-12 00:23:32,613 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:32.574598', 'heart_rate': 64}
2025-05-12 00:23:33,607 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:33.595800', 'heart_rate': 93}
2025-05-12 00:23:33,615 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:33.595800', 'heart_rate': 93}
2025-05-12 00:23:34,629 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:34.607194', 'heart_rate': 89}
2025-05-12 00:23:34,646 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:34.607194', 'heart_rate': 89}
2025-05-12 00:23:35,650 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:35.630880', 'heart_rate': 68}
2025-05-12 00:23:35,658 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:35.630880', 'heart_rate': 68}
2025-05-12 00:23:36,670 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:36.637792', 'heart_rate': 72}
2025-05-12 00:23:36,684 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:36.637792', 'heart_rate': 72}
2025-05-12 00:23:37,708 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:37.669234', 'heart_rate': 65}
2025-05-12 00:23:37,726 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:37.669234', 'heart_rate': 65}
2025-05-12 00:23:38,854 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:38.705385', 'heart_rate': 76}
2025-05-12 00:23:38,905 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:38.705385', 'heart_rate': 76}
2025-05-12 00:23:39,862 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:39.840997', 'heart_rate': 89}
2025-05-12 00:23:39,886 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:39.840997', 'heart_rate': 89}
2025-05-12 00:23:40,872 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:40.855736', 'heart_rate': 85}
2025-05-12 00:23:40,905 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:40.855736', 'heart_rate': 85}
2025-05-12 00:23:41,888 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:41.869956', 'heart_rate': 72}
2025-05-12 00:23:41,907 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:41.869956', 'heart_rate': 72}
2025-05-12 00:23:42,900 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:42.890082', 'heart_rate': 62}
2025-05-12 00:23:42,906 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:42.890082', 'heart_rate': 62}
2025-05-12 00:23:45,474 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:43.895180', 'heart_rate': 67}
2025-05-12 00:23:45,483 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:43.895180', 'heart_rate': 67}
2025-05-12 00:23:45,572 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:44.907918', 'heart_rate': 70}
2025-05-12 00:23:45,579 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:44.907918', 'heart_rate': 70}
2025-05-12 00:23:45,946 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:45.919271', 'heart_rate': 84}
2025-05-12 00:23:45,954 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:45.919271', 'heart_rate': 84}
2025-05-12 00:23:46,960 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:46.937215', 'heart_rate': 100}
2025-05-12 00:23:46,973 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:46.937215', 'heart_rate': 100}
2025-05-12 00:23:48,106 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:48.033188', 'heart_rate': 78}
2025-05-12 00:23:48,157 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:48.033188', 'heart_rate': 78}
2025-05-12 00:23:49,132 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:49.121095', 'heart_rate': 97}
2025-05-12 00:23:49,141 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:49.121095', 'heart_rate': 97}
2025-05-12 00:23:50,138 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:50.126166', 'heart_rate': 69}
2025-05-12 00:23:50,146 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:50.126166', 'heart_rate': 69}
2025-05-12 00:23:51,150 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:51.136102', 'heart_rate': 62}
2025-05-12 00:23:51,158 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:51.136102', 'heart_rate': 62}
2025-05-12 00:23:53,001 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:52.144808', 'heart_rate': 88}
2025-05-12 00:23:53,011 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:52.144808', 'heart_rate': 88}
2025-05-12 00:23:53,160 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:53.149939', 'heart_rate': 91}
2025-05-12 00:23:53,167 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:53.149939', 'heart_rate': 91}
2025-05-12 00:23:54,290 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:54.181232', 'heart_rate': 93}
2025-05-12 00:23:54,377 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:54.181232', 'heart_rate': 93}
2025-05-12 00:23:55,274 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:55.261448', 'heart_rate': 72}
2025-05-12 00:23:55,282 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:55.261448', 'heart_rate': 72}
2025-05-12 00:23:56,281 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:56.267166', 'heart_rate': 80}
2025-05-12 00:23:56,288 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:56.267166', 'heart_rate': 80}
2025-05-12 00:23:57,293 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:57.278975', 'heart_rate': 97}
2025-05-12 00:23:57,301 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:23:57.278975', 'heart_rate': 97}
2025-05-12 00:23:58,300 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:58.284936', 'heart_rate': 89}
2025-05-12 00:23:58,307 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:58.284936', 'heart_rate': 89}
2025-05-12 00:23:59,310 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:59.298673', 'heart_rate': 94}
2025-05-12 00:23:59,322 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:59.298673', 'heart_rate': 94}
2025-05-12 00:24:00,328 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:00.310095', 'heart_rate': 85}
2025-05-12 00:24:00,347 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:00.310095', 'heart_rate': 85}
2025-05-12 00:24:01,368 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:01.318679', 'heart_rate': 62}
2025-05-12 00:24:01,417 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:01.318679', 'heart_rate': 62}
2025-05-12 00:24:02,520 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:02.405084', 'heart_rate': 63}
2025-05-12 00:24:02,684 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:02.405084', 'heart_rate': 63}
2025-05-12 00:24:03,522 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:03.498186', 'heart_rate': 92}
2025-05-12 00:24:03,535 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:03.498186', 'heart_rate': 92}
2025-05-12 00:24:04,536 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:04.517866', 'heart_rate': 95}
2025-05-12 00:24:04,545 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:04.517866', 'heart_rate': 95}
2025-05-12 00:24:05,553 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:05.533870', 'heart_rate': 66}
2025-05-12 00:24:05,568 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:05.533870', 'heart_rate': 66}
2025-05-12 00:24:06,561 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:06.550763', 'heart_rate': 90}
2025-05-12 00:24:06,567 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:06.550763', 'heart_rate': 90}
2025-05-12 00:24:07,568 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:24:07.555388', 'heart_rate': 66}
2025-05-12 00:24:07,577 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:24:07.555388', 'heart_rate': 66}
2025-05-12 00:24:08,587 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:24:08.567510', 'heart_rate': 69}
2025-05-12 00:24:08,611 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:24:08.567510', 'heart_rate': 69}
2025-05-12 00:24:09,601 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:09.584596', 'heart_rate': 69}
2025-05-12 00:24:09,614 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:09.584596', 'heart_rate': 69}
2025-05-12 00:24:10,612 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:10.600124', 'heart_rate': 82}
2025-05-12 00:24:10,623 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:10.600124', 'heart_rate': 82}
2025-05-12 00:24:11,618 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:11.605946', 'heart_rate': 82}
2025-05-12 00:24:11,627 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:24:11.605946', 'heart_rate': 82}
2025-05-12 00:24:12,632 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:12.617591', 'heart_rate': 72}
2025-05-12 00:24:12,639 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:12.617591', 'heart_rate': 72}
2025-05-12 00:24:13,647 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:13.631070', 'heart_rate': 68}
2025-05-12 00:24:13,678 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:13.631070', 'heart_rate': 68}
2025-05-12 00:24:14,655 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:14.644420', 'heart_rate': 67}
2025-05-12 00:24:14,662 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:24:14.644420', 'heart_rate': 67}
2025-05-12 00:24:15,663 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:24:15.654213', 'heart_rate': 70}
2025-05-12 00:24:15,686 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:24:15.654213', 'heart_rate': 70}
2025-05-12 00:24:16,674 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:16.663933', 'heart_rate': 74}
2025-05-12 00:24:16,689 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:24:16.663933', 'heart_rate': 74}
2025-05-12 00:24:17,700 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:24:17.679150', 'heart_rate': 94}
